student_id,gender,ethnicity,parent_education,lunch,test_preparation,math_score,reading_score,writing_score,sports_participation,absences,extra_classes,psychological_score,tech_access,internet_quality,daily_study_hours,social_activity_level,motivation_level
S1869,Male,Group D,Associate degree,Standard,Completed,71,45,54,No,28,No,3,No,Poor,4.3,Low,6
S1870,Female,Group C,Bachelor's degree,Standard,None,95,33,96,No,16,Yes,8,No,Good,2.1,Medium,7
S1871,Female,Group E,Master's degree,Standard,None,55,88,61,Yes,6,No,3,No,Poor,4.1,Low,10
S1872,Male,Group B,Master's degree,Free/Reduced,Completed,52,75,46,Yes,9,No,4,Yes,Poor,4.4,High,9
S1873,Female,Group E,Bachelor's degree,Free/Reduced,Completed,34,42,69,Yes,18,Yes,10,No,Average,2,Low,7
S1874,Male,Group C,High school,Standard,Completed,40,66,59,No,23,No,7,No,Average,1.5,Low,9
S1875,Female,Group E,Some college,Free/Reduced,None,48,83,88,Yes,8,Yes,2,No,Good,5,Medium,8
S1876,Male,Group A,Master's degree,Free/Reduced,Completed,41,78,57,Yes,17,No,1,Yes,Good,4.6,Low,5
S1877,Female,Group C,Bachelor's degree,Free/Reduced,None,31,87,76,Yes,14,No,4,Yes,Good,5.1,Medium,7
S1878,Male,Group E,Bachelor's degree,Free/Reduced,None,72,48,52,Yes,16,Yes,8,Yes,Average,2.9,Medium,7
S1879,Male,Group D,Master's degree,Free/Reduced,Completed,51,47,86,No,23,Yes,1,No,Average,3,High,1
S1880,Female,Group C,Associate degree,Standard,None,55,89,30,Yes,25,Yes,10,Yes,Average,2.4,High,4
S1881,Male,Group A,Some college,Standard,Completed,62,46,58,Yes,21,No,3,Yes,Poor,3.2,High,5
S1882,Female,Group D,Master's degree,Free/Reduced,Completed,53,40,79,No,25,No,4,Yes,Average,4.1,High,6
S1883,Male,Group C,Bachelor's degree,Free/Reduced,None,98,44,93,Yes,16,No,4,No,Average,5,Medium,7
S1884,Male,Group D,Associate degree,Standard,None,50,46,66,No,18,No,3,Yes,Good,1.5,Low,5
S1885,Male,Group C,Master's degree,Standard,None,75,34,90,Yes,8,No,3,Yes,Average,2.7,Medium,2
S1886,Male,Group C,Some college,Standard,Completed,47,90,36,No,24,Yes,7,No,Average,3,High,5
S1887,Female,Group B,Associate degree,Standard,Completed,34,33,93,Yes,5,Yes,8,Yes,Poor,3.2,Low,5
S1888,Female,Group E,Bachelor's degree,Standard,Completed,37,85,47,No,18,No,10,No,Average,3.5,Medium,7
S1889,Female,Group C,High school,Free/Reduced,None,86,77,58,No,7,Yes,4,Yes,Good,4.9,Low,3
S1890,Female,Group A,Some college,Standard,Completed,34,77,89,No,5,Yes,8,No,Poor,5.4,Medium,1
S1891,Female,Group E,Associate degree,Standard,None,42,64,83,No,16,No,8,Yes,Average,1.4,Low,6
S1892,Male,Group B,Master's degree,Standard,Completed,95,62,50,No,5,Yes,6,No,Average,4.4,Low,7
S1893,Male,Group E,Master's degree,Standard,Completed,66,50,50,No,12,No,1,No,Average,3.1,High,10
S1894,Female,Group E,Associate degree,Free/Reduced,None,58,34,87,Yes,20,No,7,No,Poor,2.8,High,8
S1895,Male,Group C,Master's degree,Free/Reduced,None,98,93,78,No,23,Yes,7,No,Poor,1.1,Low,7
S1896,Female,Group A,Associate degree,Standard,None,61,98,65,No,28,Yes,5,Yes,Average,0.9,Low,7
S1897,Male,Group C,Some college,Standard,Completed,77,50,46,No,1,No,6,No,Good,5.9,High,7
S1898,Female,Group A,Master's degree,Free/Reduced,None,31,61,82,No,11,No,9,No,Average,4,Medium,1
S1899,Male,Group A,Some college,Standard,None,98,47,44,Yes,6,No,3,Yes,Poor,3,Low,9
S1900,Male,Group D,Bachelor's degree,Standard,None,80,87,69,No,5,Yes,4,No,Poor,4.7,Medium,9
S1901,Female,Group C,Bachelor's degree,Free/Reduced,None,64,53,80,Yes,16,No,9,No,Poor,1,High,7
S1902,Male,Group B,Bachelor's degree,Free/Reduced,Completed,44,34,94,No,27,No,10,No,Good,3.8,Low,9
S1903,Female,Group E,Bachelor's degree,Standard,Completed,94,82,42,Yes,7,No,2,Yes,Average,4.1,Medium,4
S1904,Male,Group D,Master's degree,Standard,None,67,84,67,Yes,5,No,9,Yes,Average,3,High,7
S1905,Female,Group B,Associate degree,Free/Reduced,None,46,34,55,Yes,28,Yes,5,Yes,Poor,1.9,Low,2
S1906,Male,Group C,Master's degree,Free/Reduced,Completed,74,98,44,No,18,No,3,Yes,Average,5.8,Medium,6
S1907,Female,Group A,Master's degree,Free/Reduced,None,30,70,34,Yes,20,Yes,8,No,Good,2.2,Low,2
S1908,Male,Group C,Some college,Standard,None,32,36,31,No,22,No,9,No,Good,1.2,Medium,10
S1909,Male,Group C,Associate degree,Standard,None,99,30,94,No,8,No,1,Yes,Average,4,Medium,3
S1910,Female,Group D,High school,Standard,Completed,81,81,89,No,19,No,5,No,Average,3.7,Low,1
S1911,Female,Group B,High school,Free/Reduced,Completed,82,55,85,Yes,27,No,9,Yes,Average,4.7,High,7
S1912,Female,Group D,Associate degree,Standard,Completed,32,92,67,Yes,29,Yes,2,No,Average,4.6,Low,2
S1913,Female,Group B,High school,Free/Reduced,None,76,41,86,No,15,Yes,1,Yes,Average,3.9,High,3
S1914,Male,Group D,Associate degree,Standard,None,35,99,80,Yes,17,Yes,8,Yes,Average,1.6,Medium,1
S1915,Male,Group E,Some college,Free/Reduced,None,75,48,70,No,18,No,6,Yes,Poor,5.4,Medium,3
S1916,Male,Group A,Some college,Standard,Completed,90,33,99,Yes,6,No,2,Yes,Poor,1.9,Medium,4
S1917,Male,Group A,Master's degree,Free/Reduced,Completed,72,34,81,No,7,Yes,3,No,Poor,1,High,7
S1918,Male,Group A,High school,Free/Reduced,None,85,83,30,No,20,Yes,5,Yes,Good,2.2,Medium,6
S1919,Female,Group E,Associate degree,Free/Reduced,None,99,99,47,Yes,18,Yes,1,Yes,Good,3.2,Low,1
S1920,Female,Group E,Some college,Free/Reduced,None,49,86,56,Yes,0,No,2,No,Good,1.6,Medium,4
S1921,Female,Group A,Master's degree,Standard,None,76,81,71,No,25,No,1,Yes,Good,2.3,High,9
S1922,Female,Group A,High school,Free/Reduced,None,83,47,35,Yes,12,Yes,7,Yes,Poor,3.3,High,3
S1923,Female,Group B,High school,Standard,Completed,70,93,53,Yes,0,Yes,7,No,Average,2.3,Low,6
S1924,Male,Group B,High school,Standard,Completed,95,39,74,Yes,10,Yes,10,No,Average,1,Low,2
S1925,Male,Group C,Some college,Free/Reduced,Completed,60,52,36,Yes,1,No,5,Yes,Average,1.6,High,5
S1926,Female,Group D,Some college,Free/Reduced,Completed,93,97,45,Yes,20,No,10,No,Good,4.9,High,9
S1927,Female,Group B,High school,Standard,None,87,81,87,No,2,No,6,Yes,Poor,5.7,Low,2
S1928,Female,Group B,Some college,Standard,Completed,84,76,86,Yes,12,No,3,Yes,Average,1.3,Low,3
S1929,Male,Group B,High school,Standard,Completed,75,99,71,Yes,6,No,2,No,Good,4.2,Low,2
S1930,Female,Group B,Bachelor's degree,Standard,None,53,55,43,Yes,1,Yes,10,Yes,Good,5.5,Low,2
S1931,Female,Group E,Some college,Standard,Completed,66,99,85,Yes,1,Yes,9,No,Good,2.1,High,6
S1932,Female,Group C,Associate degree,Standard,None,70,72,41,No,2,No,2,No,Average,5.1,Medium,6
S1933,Male,Group B,Some college,Standard,Completed,54,98,44,Yes,12,Yes,1,No,Poor,5.5,High,5
S1934,Female,Group D,High school,Free/Reduced,None,58,92,37,No,11,No,9,Yes,Average,2.1,Low,2
S1935,Male,Group B,Associate degree,Standard,None,60,95,87,Yes,0,Yes,8,Yes,Poor,0.8,High,1
S1936,Female,Group E,Master's degree,Standard,None,31,92,82,No,17,Yes,8,No,Poor,5.5,Low,3
S1937,Female,Group A,Associate degree,Free/Reduced,Completed,41,42,38,Yes,4,Yes,7,No,Average,2.3,High,3
S1938,Male,Group A,Associate degree,Standard,Completed,34,80,75,Yes,18,No,9,No,Average,0.6,Low,9
S1939,Male,Group C,Some college,Standard,None,90,34,36,Yes,26,Yes,3,No,Good,3.1,Low,4
S1940,Female,Group A,Associate degree,Free/Reduced,Completed,85,76,73,Yes,9,No,8,Yes,Good,1.1,High,9
S1941,Female,Group B,Associate degree,Standard,None,66,65,43,No,5,Yes,1,Yes,Average,5.5,Low,1
S1942,Male,Group E,High school,Standard,None,65,65,35,Yes,17,Yes,1,No,Average,1.4,Medium,3
S1943,Male,Group C,Some college,Free/Reduced,None,58,79,64,No,14,Yes,6,Yes,Poor,2.2,Low,1
S1944,Female,Group B,High school,Free/Reduced,None,67,85,99,No,13,Yes,8,No,Poor,4.8,Low,6
S1945,Male,Group A,Some college,Standard,None,70,48,90,Yes,23,Yes,8,No,Good,4.9,Low,1
S1946,Male,Group D,Master's degree,Free/Reduced,None,62,49,53,No,15,Yes,10,Yes,Poor,5.5,Medium,2
S1947,Female,Group B,Associate degree,Free/Reduced,None,42,51,31,No,3,No,1,No,Average,3.2,High,9
S1948,Female,Group D,Some college,Standard,Completed,35,60,80,Yes,18,No,1,No,Poor,5.9,Medium,1
S1949,Female,Group D,Associate degree,Free/Reduced,Completed,95,91,60,Yes,20,No,9,Yes,Poor,3.3,Medium,4
S1950,Male,Group C,Associate degree,Free/Reduced,Completed,37,73,56,Yes,29,No,9,No,Poor,4.8,Medium,6
S1951,Female,Group E,Bachelor's degree,Standard,Completed,93,97,60,Yes,7,No,7,No,Average,2.5,High,2
S1952,Female,Group A,High school,Standard,Completed,38,96,99,Yes,24,No,1,Yes,Good,5.7,Low,1
S1953,Male,Group A,Some college,Free/Reduced,Completed,52,78,72,Yes,0,Yes,10,Yes,Poor,4.3,Medium,4
S1954,Female,Group B,Master's degree,Free/Reduced,None,50,88,81,Yes,19,Yes,2,Yes,Average,0.9,Low,3
S1955,Male,Group A,Bachelor's degree,Standard,Completed,30,33,43,No,21,Yes,8,Yes,Poor,1.1,Medium,7
S1956,Male,Group C,High school,Standard,None,75,68,88,No,21,No,8,Yes,Poor,5.4,Medium,7
S1957,Female,Group A,Master's degree,Free/Reduced,Completed,91,36,49,Yes,12,No,5,No,Average,5,Medium,10
S1958,Female,Group B,Master's degree,Standard,None,31,78,81,No,8,Yes,2,No,Poor,2.3,Medium,7
S1959,Male,Group A,Associate degree,Standard,Completed,73,44,69,No,0,Yes,3,Yes,Average,3.4,Medium,9
S1960,Female,Group E,High school,Free/Reduced,Completed,34,36,97,No,14,Yes,5,Yes,Good,5.2,Medium,9
S1961,Male,Group D,Bachelor's degree,Free/Reduced,Completed,68,76,73,Yes,28,Yes,3,Yes,Poor,1.1,High,4
S1962,Male,Group D,Some college,Standard,Completed,95,97,35,No,14,No,10,Yes,Average,1.3,Low,9
S1963,Female,Group D,Some college,Standard,Completed,74,74,86,Yes,13,Yes,1,Yes,Poor,4.4,Low,7
S1964,Female,Group E,Bachelor's degree,Free/Reduced,None,42,48,87,No,4,No,6,No,Poor,1,High,6
S1965,Male,Group C,Associate degree,Standard,None,61,76,59,Yes,25,No,5,Yes,Poor,2.4,Medium,9
S1966,Male,Group B,Associate degree,Free/Reduced,Completed,72,82,81,No,16,Yes,3,Yes,Average,1.9,High,4
S1967,Female,Group E,Master's degree,Standard,None,37,56,40,No,5,No,9,No,Average,4.7,High,1
S1968,Male,Group B,High school,Standard,None,88,34,76,Yes,8,No,10,Yes,Average,0.5,High,6
S1969,Male,Group C,Master's degree,Standard,None,40,89,34,No,19,Yes,8,No,Good,1.1,Low,1
S1970,Male,Group E,Some college,Free/Reduced,None,57,91,32,Yes,25,No,7,Yes,Poor,1,High,10
S1971,Female,Group A,Bachelor's degree,Free/Reduced,Completed,68,88,44,Yes,25,No,2,No,Average,2.2,Medium,9
S1972,Male,Group C,High school,Standard,Completed,55,90,31,Yes,24,Yes,10,Yes,Poor,1.8,High,5
S1973,Male,Group D,Bachelor's degree,Standard,None,55,85,31,No,18,Yes,5,Yes,Poor,1.8,Low,2
S1974,Female,Group E,High school,Free/Reduced,Completed,61,76,83,No,26,Yes,5,No,Poor,2.5,Low,8
S1975,Male,Group C,Some college,Free/Reduced,Completed,75,77,75,Yes,22,Yes,6,No,Average,1.7,Medium,10
S1976,Male,Group C,Some college,Standard,Completed,57,39,70,Yes,20,Yes,6,Yes,Good,1.1,High,6
S1977,Female,Group E,High school,Free/Reduced,Completed,36,61,98,Yes,25,No,3,No,Good,3.7,Medium,3
S1978,Female,Group D,Associate degree,Free/Reduced,None,64,94,59,No,16,Yes,4,Yes,Good,5.7,High,2
S1979,Female,Group D,High school,Standard,None,95,53,73,No,6,Yes,1,No,Good,3.8,Medium,10
S1980,Female,Group C,Some college,Standard,None,51,58,39,Yes,7,No,1,No,Average,4.7,Medium,4
S1981,Female,Group B,Bachelor's degree,Free/Reduced,Completed,51,36,59,No,14,No,5,Yes,Good,5.8,Medium,1
S1982,Male,Group C,Master's degree,Free/Reduced,None,32,46,78,No,5,No,4,Yes,Good,1.3,Low,1
S1983,Male,Group E,Bachelor's degree,Standard,None,75,54,64,Yes,0,Yes,7,No,Average,3,Low,5
S1984,Female,Group E,Some college,Free/Reduced,None,79,65,94,Yes,8,Yes,7,Yes,Average,3.7,High,10
S1985,Male,Group E,Bachelor's degree,Standard,None,37,90,46,No,6,Yes,4,No,Poor,2.3,Low,9
S1986,Female,Group D,Associate degree,Standard,Completed,33,64,60,Yes,29,No,10,Yes,Poor,3.9,Medium,5
S1987,Male,Group A,Associate degree,Free/Reduced,None,44,79,99,Yes,21,Yes,2,Yes,Good,3.9,Low,6
S1988,Male,Group E,High school,Standard,Completed,73,85,81,No,19,No,10,No,Poor,5.1,Low,10
S1989,Male,Group E,Bachelor's degree,Standard,Completed,68,94,55,Yes,18,No,4,Yes,Average,5.1,High,9
S1990,Female,Group B,Bachelor's degree,Standard,None,58,70,34,Yes,3,No,8,No,Poor,1.3,Medium,3
S1991,Female,Group B,Some college,Standard,Completed,91,54,43,No,0,No,2,No,Poor,1.4,Low,4
S1992,Female,Group C,High school,Standard,Completed,63,63,80,Yes,8,No,5,Yes,Average,1.7,Low,2
S1993,Male,Group C,High school,Free/Reduced,None,55,37,44,No,1,No,7,Yes,Good,1.9,High,4
S1994,Female,Group C,Bachelor's degree,Standard,None,47,85,41,Yes,15,Yes,10,No,Poor,3.6,High,8
S1995,Male,Group E,Master's degree,Standard,None,92,59,75,No,1,No,6,No,Poor,2.3,Medium,2
S1996,Male,Group B,Bachelor's degree,Standard,None,81,97,93,No,2,Yes,9,No,Good,5.7,High,4
S1997,Female,Group C,Bachelor's degree,Free/Reduced,None,83,50,88,Yes,13,No,2,No,Poor,1.2,Medium,8
S1998,Male,Group B,Bachelor's degree,Standard,Completed,71,39,55,Yes,12,No,4,No,Good,1.9,Medium,7
S1999,Male,Group E,Associate degree,Standard,None,83,62,58,Yes,16,No,7,Yes,Average,5.3,Low,9
S2000,Male,Group E,High school,Standard,Completed,81,33,33,No,9,No,8,No,Average,3.7,Low,2
S2001,Female,Group C,Associate degree,Standard,Completed,42,52,79,No,2,No,5,No,Good,3.5,Low,4
S2002,Female,Group E,Master's degree,Free/Reduced,None,61,98,54,Yes,3,No,5,No,Average,3.8,Low,9
S2003,Female,Group E,Some college,Free/Reduced,Completed,95,82,69,Yes,24,No,4,No,Average,1.9,Low,6
S2004,Male,Group B,Master's degree,Standard,Completed,87,34,61,No,4,Yes,9,No,Average,4.7,Medium,9
S2005,Male,Group A,High school,Free/Reduced,None,68,47,66,Yes,10,No,10,No,Average,3.2,Low,9
S2006,Female,Group D,Some college,Free/Reduced,None,56,46,39,No,5,Yes,4,No,Average,0.7,Low,7
S2007,Male,Group C,Master's degree,Free/Reduced,Completed,83,87,67,Yes,28,No,3,No,Average,1.5,Low,7
S2008,Female,Group A,High school,Standard,Completed,72,96,90,Yes,0,No,9,No,Poor,5,Medium,8
S2009,Female,Group C,Master's degree,Standard,Completed,81,85,56,Yes,18,Yes,7,No,Poor,2.4,High,2
S2010,Female,Group A,Some college,Standard,Completed,43,69,36,No,29,Yes,9,Yes,Poor,4.8,High,10
S2011,Female,Group E,Some college,Standard,Completed,37,31,38,Yes,6,No,4,Yes,Average,4.1,Low,7
S2012,Male,Group C,Master's degree,Standard,None,64,50,88,No,22,Yes,3,Yes,Poor,2.2,High,6
S2013,Male,Group A,Associate degree,Standard,None,47,81,65,No,9,No,10,No,Good,1.2,Medium,7
S2014,Male,Group D,Master's degree,Free/Reduced,None,84,53,59,Yes,28,Yes,8,No,Good,4.9,Low,6
S2015,Female,Group E,Master's degree,Free/Reduced,None,81,82,48,Yes,11,Yes,4,No,Good,4,Medium,3
S2016,Male,Group C,Master's degree,Free/Reduced,Completed,78,67,70,No,11,Yes,10,No,Poor,2.2,Medium,5
S2017,Female,Group C,Associate degree,Free/Reduced,None,37,49,84,Yes,28,Yes,3,No,Average,3.4,Low,3
S2018,Female,Group A,Bachelor's degree,Free/Reduced,None,66,79,35,Yes,0,Yes,4,Yes,Good,3.9,Medium,6
S2019,Female,Group C,Some college,Standard,Completed,95,68,51,No,8,No,2,No,Poor,0.5,Low,3
S2020,Male,Group E,High school,Standard,Completed,70,89,99,Yes,16,Yes,4,No,Poor,4.2,Medium,2
S2021,Female,Group B,Some college,Free/Reduced,Completed,56,68,53,No,22,Yes,7,No,Average,4.1,High,4
S2022,Male,Group A,Some college,Standard,None,49,62,91,No,11,Yes,3,No,Average,1,High,9
S2023,Male,Group D,Bachelor's degree,Standard,None,67,58,71,No,27,No,1,No,Poor,4.8,High,1
S2024,Male,Group C,Some college,Standard,Completed,41,39,51,No,1,No,10,No,Average,5,Medium,8
S2025,Male,Group E,Some college,Standard,Completed,71,96,45,No,8,Yes,8,Yes,Average,2.1,Low,5
S2026,Male,Group C,Associate degree,Standard,None,79,32,42,Yes,11,No,6,No,Average,1.4,High,2
S2027,Male,Group D,Associate degree,Free/Reduced,Completed,60,60,66,No,27,No,3,Yes,Average,4.3,Low,9
S2028,Male,Group E,Associate degree,Free/Reduced,Completed,94,56,81,No,24,No,8,No,Average,1.2,High,2
S2029,Male,Group D,Associate degree,Free/Reduced,Completed,82,99,53,Yes,24,Yes,6,No,Poor,5.2,High,3
S2030,Female,Group E,Associate degree,Standard,None,69,56,46,No,3,Yes,1,No,Good,3.1,Medium,1
S2031,Female,Group B,High school,Standard,None,68,38,45,No,21,No,9,Yes,Poor,5.5,High,1
S2032,Male,Group E,Bachelor's degree,Standard,None,39,35,30,Yes,28,No,9,No,Poor,4,Low,2
S2033,Male,Group D,Master's degree,Standard,Completed,58,35,30,Yes,11,Yes,9,Yes,Poor,2.1,Low,2
S2034,Male,Group A,Associate degree,Free/Reduced,Completed,69,55,59,Yes,17,Yes,6,No,Poor,3.1,High,6
S2035,Male,Group B,Bachelor's degree,Standard,None,59,72,53,No,2,No,6,No,Poor,3.4,Low,8
S2036,Male,Group C,Master's degree,Free/Reduced,Completed,31,48,75,No,21,Yes,4,No,Average,5,Low,4
S2037,Female,Group B,Some college,Free/Reduced,Completed,57,45,31,No,0,No,8,No,Good,5.2,Low,3
S2038,Male,Group B,Some college,Free/Reduced,None,76,52,44,Yes,22,Yes,9,Yes,Average,4.3,Low,2
S2039,Male,Group C,Bachelor's degree,Free/Reduced,Completed,61,58,58,No,17,Yes,7,No,Good,2.1,Low,1
S2040,Male,Group E,High school,Standard,Completed,61,67,91,No,23,Yes,7,Yes,Poor,3.4,High,8
S2041,Female,Group B,High school,Standard,Completed,56,88,42,No,20,Yes,2,Yes,Poor,1.2,Low,7
S2042,Female,Group B,Bachelor's degree,Free/Reduced,Completed,83,77,94,Yes,22,No,2,No,Poor,1.8,Low,2
S2043,Male,Group A,High school,Standard,None,85,49,74,Yes,7,Yes,10,Yes,Poor,2.2,High,7
S2044,Female,Group A,High school,Standard,Completed,60,50,76,Yes,18,Yes,2,Yes,Poor,0.9,Medium,6
S2045,Female,Group D,Some college,Standard,None,53,57,45,Yes,21,Yes,4,No,Poor,5.4,Low,8
S2046,Female,Group C,High school,Free/Reduced,None,64,79,32,No,27,Yes,9,Yes,Poor,1.2,Medium,6
S2047,Female,Group E,High school,Free/Reduced,None,59,62,99,No,24,Yes,5,Yes,Good,4.3,Medium,4
S2048,Female,Group E,Bachelor's degree,Free/Reduced,None,84,69,34,No,3,No,2,No,Poor,3.3,High,8
S2049,Female,Group D,High school,Free/Reduced,Completed,93,83,55,Yes,25,No,4,No,Poor,5.1,Medium,1
S2050,Female,Group E,Associate degree,Free/Reduced,Completed,62,39,44,No,22,Yes,7,Yes,Poor,4.6,Medium,10
S2051,Female,Group E,Associate degree,Free/Reduced,None,75,63,84,No,15,No,5,Yes,Good,4.7,Medium,1
S2052,Male,Group A,Bachelor's degree,Free/Reduced,None,62,65,51,No,16,Yes,8,Yes,Good,2.8,High,4
S2053,Male,Group E,Associate degree,Standard,None,97,36,66,No,27,No,1,Yes,Poor,5.1,Low,1
S2054,Female,Group E,Some college,Free/Reduced,None,93,45,58,Yes,22,Yes,5,Yes,Average,1,High,5
S2055,Female,Group D,Bachelor's degree,Standard,Completed,59,80,55,No,8,Yes,4,No,Good,2.9,High,9
S2056,Male,Group D,High school,Free/Reduced,None,58,90,99,Yes,25,No,3,Yes,Poor,6,High,9
S2057,Male,Group B,Associate degree,Standard,None,91,60,40,No,7,Yes,7,Yes,Good,5.7,Low,9
S2058,Female,Group E,Some college,Standard,Completed,59,61,49,Yes,19,Yes,10,No,Average,1,Medium,6
S2059,Male,Group E,Bachelor's degree,Standard,None,41,74,99,Yes,18,Yes,1,No,Poor,3.7,Low,1
S2060,Female,Group E,Bachelor's degree,Standard,Completed,96,56,62,Yes,6,Yes,6,Yes,Good,2.2,Medium,10
S2061,Male,Group A,High school,Free/Reduced,Completed,44,51,59,No,28,Yes,8,No,Average,4.5,Low,5
S2062,Female,Group E,Master's degree,Free/Reduced,Completed,39,44,79,Yes,11,No,2,Yes,Good,4.5,High,10
S2063,Male,Group A,Associate degree,Free/Reduced,None,90,37,63,Yes,0,No,6,No,Good,0.5,High,2
S2064,Female,Group B,Some college,Free/Reduced,Completed,52,97,34,No,23,No,1,No,Poor,5.2,Medium,1
S2065,Male,Group C,Bachelor's degree,Free/Reduced,Completed,40,37,41,No,29,No,6,No,Poor,1.7,High,5
S2066,Male,Group E,Associate degree,Free/Reduced,None,45,45,81,No,27,Yes,6,No,Good,5.8,High,5
S2067,Female,Group D,Some college,Free/Reduced,None,78,77,80,No,16,Yes,5,No,Average,5.5,Low,1
S2068,Female,Group D,Some college,Free/Reduced,None,43,63,50,Yes,22,No,7,Yes,Poor,1.5,Medium,7
S2069,Male,Group E,Bachelor's degree,Free/Reduced,None,35,86,87,Yes,5,Yes,5,Yes,Good,4,Low,3
S2070,Male,Group A,Associate degree,Free/Reduced,Completed,71,34,93,No,25,No,8,No,Good,2.1,Low,6
S2071,Female,Group D,Some college,Free/Reduced,None,46,73,35,Yes,23,Yes,2,No,Poor,1.1,High,2
S2072,Male,Group D,Bachelor's degree,Standard,Completed,71,66,78,Yes,21,Yes,6,No,Poor,5.3,Low,9
S2073,Male,Group B,Associate degree,Standard,Completed,39,57,66,Yes,4,No,5,No,Good,1.5,Medium,2
S2074,Male,Group B,Associate degree,Standard,None,75,97,39,Yes,24,No,10,Yes,Poor,2.8,High,2
S2075,Male,Group B,Bachelor's degree,Standard,None,78,67,95,Yes,19,No,2,No,Good,5.6,Medium,1
S2076,Male,Group D,Associate degree,Standard,None,38,75,85,No,6,No,7,No,Average,0.9,Medium,1
S2077,Female,Group D,Master's degree,Free/Reduced,None,68,55,95,No,21,No,4,Yes,Poor,3.5,Medium,4
S2078,Male,Group E,Some college,Free/Reduced,Completed,31,82,74,No,25,No,6,No,Poor,3.6,Medium,7
S2079,Male,Group E,Some college,Standard,None,97,92,97,No,21,No,5,Yes,Good,4.7,Low,4
S2080,Female,Group A,Associate degree,Free/Reduced,Completed,81,92,93,No,26,Yes,4,No,Poor,5,High,5
S2081,Female,Group D,Bachelor's degree,Standard,Completed,40,67,45,No,11,No,2,No,Average,2.8,Low,6
S2082,Female,Group E,High school,Free/Reduced,None,66,44,39,No,4,No,7,Yes,Good,4.6,High,5
S2083,Female,Group E,Associate degree,Free/Reduced,None,51,38,50,Yes,1,No,5,No,Average,5.5,Low,5
S2084,Female,Group B,High school,Standard,None,81,51,41,No,3,Yes,3,Yes,Average,5.4,High,4
S2085,Male,Group B,Associate degree,Standard,Completed,34,99,42,Yes,16,Yes,6,Yes,Average,3.3,Medium,9
S2086,Male,Group B,High school,Standard,Completed,31,85,39,Yes,24,Yes,8,Yes,Average,3.8,Medium,5
S2087,Male,Group C,Associate degree,Free/Reduced,Completed,34,66,42,Yes,24,No,10,Yes,Good,4.2,Low,9
S2088,Female,Group E,Bachelor's degree,Standard,None,61,86,63,Yes,7,Yes,10,No,Poor,5,Low,4
S2089,Female,Group B,High school,Free/Reduced,None,48,89,88,Yes,19,No,2,No,Average,3.3,Medium,9
S2090,Female,Group B,Master's degree,Free/Reduced,None,33,41,78,No,4,No,10,Yes,Average,1.1,Low,5
S2091,Male,Group D,Bachelor's degree,Free/Reduced,None,75,36,35,Yes,16,Yes,4,Yes,Good,2.6,Low,8
S2092,Male,Group B,Associate degree,Free/Reduced,None,55,95,41,No,19,No,3,Yes,Average,4.5,High,1
S2093,Male,Group D,High school,Standard,None,79,70,58,No,3,Yes,7,Yes,Average,3.9,High,4
S2094,Male,Group A,Some college,Standard,None,55,53,55,No,20,Yes,10,Yes,Average,4.6,High,4
S2095,Male,Group B,Bachelor's degree,Standard,Completed,61,54,97,Yes,17,Yes,8,No,Average,3.2,Low,2
S2096,Male,Group D,High school,Standard,Completed,73,91,45,Yes,17,Yes,8,No,Poor,1.5,Medium,3
S2097,Female,Group B,Bachelor's degree,Free/Reduced,Completed,55,73,82,No,27,No,4,Yes,Average,1.1,Medium,8
S2098,Male,Group A,High school,Standard,Completed,90,31,48,No,17,Yes,10,No,Good,3.1,Medium,8
S2099,Male,Group B,Some college,Standard,None,80,71,76,No,15,Yes,2,No,Poor,1.6,Medium,1
S2100,Male,Group D,Master's degree,Standard,None,88,62,61,No,10,No,6,Yes,Good,5.9,High,2
S2101,Male,Group A,Some college,Standard,None,67,46,99,No,7,No,3,No,Poor,1.6,High,4
S2102,Male,Group A,Associate degree,Free/Reduced,Completed,55,92,99,Yes,28,Yes,8,Yes,Poor,3.6,Low,6
S2103,Female,Group A,Bachelor's degree,Free/Reduced,None,74,51,90,No,11,Yes,3,Yes,Average,0.5,Medium,3
S2104,Male,Group C,Master's degree,Free/Reduced,Completed,60,30,34,No,17,Yes,2,No,Average,1.9,Low,7
S2105,Male,Group D,Bachelor's degree,Free/Reduced,Completed,99,99,88,No,21,Yes,9,No,Good,1.9,Medium,3
S2106,Female,Group C,High school,Standard,Completed,74,83,31,No,17,No,9,Yes,Poor,4.6,Medium,8
S2107,Female,Group A,Associate degree,Free/Reduced,None,60,43,31,Yes,28,Yes,9,No,Poor,3.2,Low,6
S2108,Male,Group C,Associate degree,Standard,None,90,82,32,No,7,No,3,Yes,Average,0.6,High,8
S2109,Male,Group B,Bachelor's degree,Standard,Completed,77,35,99,No,15,No,2,Yes,Poor,2.6,Low,7
S2110,Male,Group C,Associate degree,Standard,Completed,74,93,72,Yes,29,No,4,Yes,Average,4,Low,5
S2111,Male,Group E,Bachelor's degree,Standard,None,89,62,34,No,16,Yes,2,Yes,Average,4,Medium,5
S2112,Male,Group A,High school,Free/Reduced,Completed,90,73,79,Yes,1,Yes,8,Yes,Good,0.8,High,3
S2113,Female,Group A,High school,Free/Reduced,None,81,63,39,Yes,29,No,10,Yes,Average,5.6,Low,4
S2114,Female,Group D,Bachelor's degree,Standard,Completed,81,63,56,No,20,Yes,1,Yes,Average,1.9,High,8
